"product","sales","share_sales","cumulative_sales","sales_category","transaction_frequency","share_frequency","cumulative_share","product_category","cumsalessharecumtransactionshare","productfreqqu"
"patron tequila silver mini","93907.79999999759","0.0058605960463312115","95.5401060504053","C","1899","0.01806069420401033000","88.40765925604396042800","Y","8446.477140990535","CY"
"fireball cinnamon whiskey party cooler","93798.59999999976","0.00585378109498269","95.54595983150028","C","750","0.007132975594000920249000","95.216217609395593486927600","Z","9097.524903014702","CZ"
"templeton rye straight corn whiskey","93780","0.0058526203065661754","95.55181245180685","C","3","0.000028531902376003681000","99.984079198474189937978700","Z","9553.65998373921","CZ"
"smirnoff spicy tamarind","93580.41999999926","0.00584016492204081","95.55765261672889","C","1105","0.01050925070849468900","93.12248003860556603600","Z","8898.56559833734","CZ"
"serpents bite apple cider","93451.45000000027","0.005832116164939808","95.56348473289383","C","1051","0.009995676465726622908900","93.408531381193253604635600","Z","8926.444762568695","CZ"
"ezra brooks bourbon cream","93418.5","0.005830059822019112","95.56931479271584","C","1163","0.01106086748776409400","92.71295213316865987000","Z","8860.513307776791","CZ"
"margaritaville last mango margarita","93174.56999999874","0.005814836643608064","95.57512962935945","C","1600","0.01521701460053529700","89.89298254056808538900","Y","8591.533459084541","CY"
"calico jack","93174.2499999992","0.00581481667305469","95.5809444460325","C","1188","0.01129863334089745800","92.57879512819669056100","Z","8848.768674028792","CZ"
"canadian ltd whisky convenience pack","92942.18999999926","0.0058003342773590046","95.58674478030986","C","1505","0.01431350435862851300","90.64679540134210263900","Z","8664.632097181053","CZ"
"ole smoky peaches moonshine","92718.75","0.005786389838445645","95.5925311701483","C","1116","0.01061386768387336900","93.04864898589059384400","Z","8894.755878523934","CZ"
"elijah craig barrel proof cask","92638.71000000005","0.005781394703775809","95.59831256485208","C","670","0.006372124863974155422400","95.686708679575894186548100","Z","9147.48788465204","CZ"
"knob creek cask strength rye","92610","0.005779602970687711","95.60409216782277","C","472","0.004489019307157912476700","96.810903675726940556025100","Z","9255.51855786441","CZ"
"tooters ala bama slama","92376","0.005764999503512018","95.60985716732628","C","2335","0.02220733068265619800","86.07705934236247575200","Y","8229.815349106744","CY"
"burnetts grape","92328.03000000017","0.0057620057927410115","95.61561917311903","C","1673","0.01591129089168471900","89.45810879518716261700","Y","8553.592462508066","CY"
"svedka rose","92176.97999999931","0.00575257906745511","95.62137175218649","C","983","0.009348953345203872806300","93.873154390118222880531800","Z","8976.27979348789","CZ"
"north forty peach vodka","91856.75999999995","0.005732594784297029","95.62710434697078","C","690","0.006562337546480846629000","95.518094647167837766423600","Z","9134.11880384855","CZ"
"mr boston peach","91717.5","0.005723903849088113","95.63282825081987","C","336","0.003195573066112412271500","97.615351152584239007141800","Z","9335.23211141856","CZ"
"thunder 101 peppermint schnapps","91392","0.005703590051798848","95.63853184087166","C","1368","0.01301054748345767900","91.55597398118758526900","Z","8756.278932821828","CZ"
"crown royal honey","91150.82999999948","0.005688539119410943","95.64422037999107","C","399","0.003794743016008489572400","97.189636147866013417563400","Z","9295.626978377642","CZ"
"burnetts fruit punch","90946.65000000077","0.005675796658180541","95.64989617664925","C","1880","0.01787999215562897300","88.53323766903487796200","Y","8468.194991225799","CY"
"captain morgan w 50ml & shot glass","90558","0.005651541796993172","95.65554771844624","C","202","0.001921148093317581187100","98.423859670213055315520100","Z","9414.788205317722","CZ"
"the sexton","90382.5","0.005640589196611403","95.66118830764286","C","897","0.008531038810425100617800","94.401898094316197762186100","Z","9030.597750199293","CZ"
"bird dog strawberry mini","90367.49999999796","0.005639653076920526","95.66682796071979","C","2989","0.02842728540062500100","83.15781775076165912600","Y","7955.444644351006","CY"
"hendricks orbium","90315","0.00563637665800303","95.67246433737779","C","587","0.005582742231571386914900","96.099175370957528733584300","Z","9194.044928529347","CZ"
"rabbit hole boxergrail straight rye whiskey","90190.2900000007","0.005628593758894182","95.67809293113669","C","498","0.004736295794416611045300","96.649745980473146431200600","Z","9247.263377690464","CZ"
"hennessy paradis","90073.79000000008","0.0056213232292959886","95.68371425436598","C","85","0.000808403900653437628200","99.362074216043184357705700","Z","9507.332317008982","CZ"
"patron reposado tequila","90031.5","0.0056186839958478636","95.68933293836183","C","663","0.006305550425096813500100","95.743820037498528221341400","Z","9161.662272358795","CZ"
"carolans salted caramel","89922.25000000023","0.005611865924100252","95.69494480428592","C","1190","0.01131765460914812700","92.56749649485579310300","Z","8858.241467746155","CZ"
"mi campo blanco","89242.79999999974","0.005569462822508236","95.70051426710843","C","683","0.006495763107603504706700","95.615854455342151712075200","Z","9150.486443465234","CZ"
"havana club anejo clasico","89215.5","0.005567759084671088","95.7060820261931","C","979","0.009310910808702534565000","93.919804050502988898960000","Z","8988.696470341421","CZ"
"burnetts pineapple","89164.77000000002","0.005564593127876974","95.71164661932097","C","1602","0.01523603586878596600","89.86254851136701479500","Y","8600.892487431547","CY"
"ciroc french vanilla","88893.22000000032","0.005547646241075457","95.71719426556204","C","965","0.009177761930947850720300","94.021482239936940683468700","Z","8999.472480696137","CZ"
"jack daniels 27 gold","88689.51000000059","0.005534933111595301","95.72272919867363","C","472","0.004489019307157912476700","96.806414656419782643548400","Z","9266.57421485098","CZ"
"uncle nearest 1884 small batch whiskey","88469.25000000029","0.005521187130056317","95.72825038580369","C","506","0.004812380867419287528000","96.611636869532930847950500","Z","9248.462964428993","CZ"
"sooh old forester 1910","88449.83000000042","0.005519975167096701","95.73377036097078","C","419","0.003984955698515180779100","97.080558685082551345116500","Z","9293.88791167244","CZ"
"whistlepig straight rye whiskey 15yr","88443.68000000001","0.0055195913580234676","95.7392899523288","C","234","0.002225488385328287117700","98.214796910869951010303300","Z","9403.014919058865","CZ"
"cincoro reposado tequila","88425","0.005518425576968586","95.74480837790577","C","424","0.004032508869141853580700","97.064571309117863949198600","Z","9293.42878027506","CZ"
"lauders scotch","88347.39999999973","0.005513582717768426","95.75032196062354","C","1711","0.01627269498844743300","89.21644358206241143900","Y","8542.503197164282","CY"
"averna amaro","88259.25","0.005508081454385805","95.75583004207792","C","670","0.006372124863974155422400","95.693080804439868341970500","Z","9163.170381712773","CZ"
"paramount white rum traveler","88152","0.005501388198596945","95.76133143027651","C","1316","0.01251599450894028100","91.90039208540245103500","Z","8800.503905062584","CZ"
"kinky liqueur aloha","87795","0.005479108549957106","95.76681053882648","C","800","0.007608507300267648265600","94.921425994046723454879000","Z","9090.322219247111","CZ"
"ice hole plum schnapps","87675.14999999938","0.005471628953627979","95.7722821677801","C","1013","0.009634272368963909616300","93.673897094558338507017600","Z","8971.362904295638","CZ"
"bowmore scotch 12yr","87632.25","0.005468951651312473","95.77775111943141","C","684","0.006505273741728839267000","95.596357655385215863394800","Z","9156.004151441637","CZ"
"bakon","87570","0.0054650667545958626","95.78321618618601","C","1097","0.01043316563549201300","93.16431731812291276600","Z","8923.5779465202","CZ"
"sooh ice hole salty caramel schnapps","87472.67999999983","0.00545899321004227","95.78867517939605","C","792","0.007532422227264971782900","94.966734655019817300300300","Z","9096.737698717589","CZ"
"foundry whiskey custom","87464.99999999996","0.005458513916760613","95.79413369331282","C","65","0.000618191218146746421600","99.515109829753942768008000","Z","9532.963735536157","CZ"
"chichis pina colada w rum","87333.23999999957","0.005450291041397045","95.79958398435421","C","1715","0.01631073752494877100","89.16757794392644246800","Y","8542.216871920633","CY"
"ciroc white grape","87332.20000000046","0.0054502261370985424","95.80503421049131","C","669","0.006362614229848820862100","95.705806032899565983694700","Z","9169.098021124588","CZ"
"cazadores anejo","87220","0.005443223961811706","95.81047743445312","C","851","0.008093549640659710842500","94.708549470419359990969000","Z","9074.071341885401","CZ"
"smirnoff silver 90prf","87080.91999999943","0.005434544260039041","95.81591197871316","C","1437","0.01366678123810576300","90.99556937598637163500","Z","8718.823465782398","CZ"
"jim beam single barrel","86952.32000000052","0.005426518593890416","95.82133849730705","C","847","0.008055507104158372601200","94.740819052006620154175400","Z","9078.192091894443","CZ"
"e & j vanilla","86496","0.005398040584738195","95.82673653789179","C","1589","0.01511239762515661600","89.98385664963565711200","Y","8622.859323828057","CY"
"miles london dry gin","86319","0.00538699437238735","95.83212353226418","C","971","0.009234825735699858082300","93.975422238867945407781100","Z","9005.86427299188","CZ"
"malibu watermelon","86311.96000000054","0.005386555020212526","95.83751008728439","C","860","0.008179145347787721885500","94.611008406829928740204600","Z","9067.28347255771","CZ"
"balvenie 17yr doublewood","86296.91999999984","0.005385616404202557","95.84289570368858","C","363","0.003452360187496445400500","97.435990103614554533841700","Z","9338.547437286363","CZ"
"blue ox american spirit whiskey","86208","0.005380067086675804","95.84827577077526","C","1051","0.009995676465726622908900","93.378544351796073735908900","Z","8950.172470104519","CZ"
"elijah craig toasted barrel","86182.5","0.00537847568320153","95.85365424645846","C","728","0.006923741643243559921700","95.363451736289897815426500","Z","9140.935330479162","CZ"
"new amsterdam 100prf","86126.25","0.005374965234361219","95.85902921169283","C","1194","0.01135569714564946500","92.51080360483467379000","Z","8867.995825153026","CZ"
"prairie organic vodka","86116.11","0.005374332417450272","95.86440354411027","C","889","0.008454953737422424135100","94.461225429990034749536800","Z","9055.469033891737","CZ"
"corralejo silver","86115.31000000027","0.005374282491066782","95.86977782660134","C","881","0.008378868664419747652400","94.511698365293185261218300","Z","9060.815524295418","CZ"
"e & j vs brandy round","86087.22000000127","0.005372529450925968","95.87515035605226","C","977","0.009291889540451865444300","93.929095940043440764404300","Z","9005.466196059722","CZ"
"sexton irish whiskey","85905","0.005361157468922663","95.88051151352118","C","834","0.007931868860529023316800","94.796760601931838038047800","Z","9089.161896338037","CZ"
"russian standard original vodka","85862.20000000058","0.005358486407405094","95.88586999992859","C","994","0.009453570320582552970000","93.807378844507409061276200","Z","8994.802132918488","CZ"
"1800 ultimate mango margarita","85766.69999999966","0.005352526445373931","95.89122252637397","C","1361","0.01294397304458033700","91.60787351160953596500","Z","8784.390984069669","CZ"
"mccormick apple vodka","85687.2000000005","0.005347565011013011","95.89657009138497","C","1468","0.01396161089599113500","90.81672190125945523000","Z","8709.012137273945","CZ"
"old camp wolf moon whiskey","85634.39999999954","0.005344269869701512","95.90191436125467","C","884","0.008407400566795751333400","94.494931117330220431353100","Z","9062.244791586862","CZ"
"calumet farm 14yr","85632.36000000013","0.005344142557423608","95.90725850381209","C","322","0.003062424188357728426900","97.696343712795588122928300","Z","9369.788491340363","CZ"
"chichis ruby red margarita","85423.1799999998","0.005331088056296187","95.91258959186838","C","1304","0.01240186689943626700","91.95018976568270279400","Z","8819.180813890342","CZ"
"sugarlands appalachian butter pecan sippin cream","85231.43999999923","0.005319121950329198","95.91790871381872","C","777","0.007389762715384953377900","95.071237502788993449227500","Z","9119.034280102293","CZ"
"midnight moon blackberry","85146","0.005313789812570736","95.9232225036313","C","1422","0.01352412172622574500","91.15843898538272598000","Z","8744.211225878566","CZ"
"templeton 4yr w 4 whiskey stones","84893.91999999939","0.0052980580091277546","95.92852056164043","C","443","0.004213210917523210227100","96.936862514082871473061300","Z","9299.00980886311","CZ"
"makers mark generations tripack","84829.5","0.00529403768709592","95.93381459932752","C","114","0.001084212290288139877800","99.131526934210949280700200","Z","9510.065525854836","CZ"
"calumet farm 14 year old bourbon","84648.08000000019","0.005282715631476214","95.939097314959","C","314","0.002986339115355051944200","97.741728458841684644832400","Z","9377.25319834511","CZ"
"buchanan red seal","84431.40000000001","0.005269193070503428","95.9443665080295","C","315","0.002995849749480386504600","97.738742119726329592888200","Z","9377.481695968803","CZ"
"cody road single barrel rye","84337.5","0.005263332961239335","95.94962984099074","C","293","0.002786615798723026177300","97.863160235353956311150900","Z","9389.933999651776","CZ"
"dekuyper mixed berry medley","84323.4000000002","0.005262453008730043","95.95489229399946","C","907","0.008626145151678446221100","94.333240826565407571149800","Z","9051.735963256997","CZ"
"banhez mezcal","83919.94000000012","0.00523727388536805","95.96012956788483","C","352","0.003347743212117765236800","97.500652905032704209538600","Z","9356.175285720306","CZ"
"paramount vodka","83909.75999999925","0.005236638572137874","95.96536620645698","C","857","0.008150613445411718204500","94.643667924416327620384600","Z","9082.51425148892","CZ"
"jose cuervo mango margarita","83694.2400000012","0.005223188404421306","95.97058939486139","C","825","0.007846273153401012273900","94.828307375325572774668900","Z","9100.728550127078","CZ"
"rebel yell straight kentucky bourbon","83672.25","0.005221816052954593","95.97581121091434","C","791","0.007522911593139637222600","94.989322411067486881088700","Z","9116.677274777288","CZ"
"absolut juice edition apple","83599.36000000095","0.005217267135337402","95.98102847804968","C","1051","0.009995676465726622908900","93.398535704727526981726700","Z","8964.487515283592","CZ"
"johnnie walker blue mini","83520","0.005212314438093485","95.98624079248778","C","601","0.005715891109326070759500","96.014739961192808506957200","Z","9216.09394954315","CZ"
"svedka clementine","83426.96999999954","0.005206508623771426","95.99144730111155","C","730","0.006942762911494229042300","95.349585231735160026462500","Z","9152.74468595495","CZ"
"1800 silver mini","83140.19999999984","0.005188611887523695","95.99663591299907","C","1066","0.01013833597760664100","93.30816565926859799100","Z","8957.27000650261","CZ"
"sooh gran centenario anejo","83003.75999999982","0.005180096942816637","96.00181600994189","C","384","0.003652083504128471167500","97.297382121871928651564000","Z","9340.725376712959","CZ"
"hennessy xo cognac","82944.47000000007","0.005176396773719017","96.00699240671561","C","169","0.001607297167181540696100","98.664183883926134320548100","Z","9472.451552958888","CZ"
"ocean organic vodka","82741.10999999997","0.005163705487031622","96.01215611220265","C","1060","0.01008127217285463400","93.32838526741905926600","Z","8960.659495995233","CZ"
"bookers bourbon","82683.75","0.005160125765334197","96.01731623796798","C","1297","0.01233529246055892500","92.01203741939975344000","Z","8834.748894598248","CZ"
"captain morgan tropical punch rtd","82632","0.005156896152401111","96.02247313412037","C","540","0.005135742427680662579200","96.378245908097220737404500","Z","9254.477528423913","CZ"
"arrow creme de menthe green","82504.44000000239","0.0051489353905511265","96.02762206951093","C","2196","0.02088535253923469400","86.80778038348018068900","Y","8335.944727357939","CY"
"hiram walker orange curacao","82490.85999999997","0.0051480878901909504","96.03277015740112","C","753","0.007161507496376923930000","95.194790150711214722499700","Z","9141.819402725281","CZ"
"sinister whiskey","82446","0.005145288268235817","96.03791544566936","C","85","0.000808403900653437628200","99.364499427745144670590300","Z","9542.75939434305","CZ"
"corralejo anejo","82279.26000000005","0.005134882361753448","96.04305032803111","C","623","0.005925125060083431086800","95.927365765483359901187600","Z","9213.156818049767","CZ"
"paul masson red berry grande amber","82268.05000000069","0.0051341827683046015","96.04818451079942","C","1766","0.01679577986534083400","89.05134848428072880600","Y","8553.220350153693","CY"
"kessler blend whiskey mini","82174.49999999888","0.00512834450183318","96.05331285530124","C","2698","0.02565969087015264400","84.50938347694707883100","Y","8117.406250319823","CY"
"jack daniels w 2 glasses","82133.76000000091","0.005125802000753231","96.05843865730199","C","560","0.005325955110187353785900","96.268407594583731900131000","Z","9247.392925560467","CZ"
"dr mcgillicuddys apple pie schnapps","82044.84000000062","0.00512025268322645","96.06355890998522","C","1430","0.01360020679922842100","91.05004628825628799700","Z","8746.591485368788","CZ"
"burnetts watermelon","81954.27000000032","0.005114600392533686","96.06867351037775","C","1650","0.01569254630680202500","89.58442903763985624800","Y","8606.257264830627","CY"
"des moines whiskey","81900","0.005111213511492533","96.07378472388925","C","45","0.000427978535640055214900","99.689420732003074589771900","Z","9577.539946655685","CZ"
"furious whiskey","81900","0.005111213511492533","96.07889593740074","C","72","0.000684765657024088343900","99.462192661480581274321600","Z","9556.217658428097","CZ"
"fultons harvest pumpkin liqueur","81725.05000000061","0.005100295235499462","96.08399623263624","C","1029","0.009786442514969262581600","93.586646537092519250532300","Z","8992.178993295058","CZ"
"chichis orange cream","81464.12999999986","0.005084011745518724","96.08908024438176","C","1358","0.01291544114220433300","91.63371390452806996500","Z","8804.999288462917","CZ"
"montezuma white tequila","81101.22000000002","0.00506136326572074","96.09414160764749","C","432","0.004108593942144530063400","97.015800777323148323816500","Z","9322.650098075408","CZ"
"prairie organic gin","81096","0.005061037496068357","96.09920264514355","C","975","0.009272868272201196323600","93.956933566128295022495800","Z","9029.186398687654","CZ"
"gotcha silver rum","81071.90000000002","0.005059533463765221","96.10426217860731","C","226","0.002149403312325610635000","98.273781863715275953481900","Z","9444.529297513756","CZ"
"tooters bludacious kamikazi mini","80856","0.0050460595810163655","96.10930823818833","C","2209","0.02100899078286404400","86.74510530459422593700","Y","8337.012063873352","CY"
"red fox vodka","80680.5","0.005035106980634595","96.11434334516896","C","320","0.003043402920107059306200","97.711589259298499423140500","Z","9391.48523887034","CZ"
"arrow mcdales butterscotch schnapps","80598.96000000264","0.005030018233995846","96.11937336340296","C","2446","0.02326301107056833500","85.53328883624647226300","Y","8221.406124650961","CY"
"wisconsin club spiced rum","80597.26000000001","0.00502991214043073","96.12440327554339","C","683","0.006495763107603504706700","95.609358692234548207368500","Z","9190.392551848434","CZ"
"tres generaciones reposado","80343.75","0.005014091093577268","96.12941736663696","C","589","0.005601763499822056035500","96.071242638531421129889200","Z","9235.272580530835","CZ"
"emmets irish cream liqueur","79977.20000000017","0.004991215448734329","96.1344085820857","C","1188","0.01129863334089745800","92.59009376153758801900","Z","8901.093904325278","CZ"
"kahlua coffee mini","79952.4000000021","0.004989667730845743","96.13939824981654","C","3823","0.03635915426115402400","80.15778332226612541200","Y","7706.3210536418455","CY"
"glenmorangie signet","79892.60000000011","0.004985935733678497","96.14438418555021","C","246","0.002339615994832301841700","98.134745903437010015989600","Z","9435.104712091397","CZ"
"green frog distillery barreled aged corn whiskey","79795.5","0.004979875918880371","96.14936406146909","C","258","0.002453743604336316565600","98.077358737124741278946900","Z","9430.075671403112","CZ"
"barenjager honey liqueur","79717.55999999942","0.0049750118409672","96.15433907331006","C","1116","0.01061386768387336900","93.05926285357446721300","Z","8948.051914334887","CZ"
"fireball bag in box","79380","0.004953945403446609","96.1592930187135","C","366","0.003480892089872449081500","97.418671238872320299477200","Z","9367.710553152441","CZ"
"kraken black spiced rum 70prf","79367.12000000055","0.004953141588672187","96.16424616030217","C","500","0.004755317062667280166000","96.635508561187520594383700","Z","9292.880833104025","CZ"
"crown royal maple","79151.75999999953","0.004939701406232135","96.1691858617084","C","576","0.005478125256192706751200","96.176477805128248039962600","Z","9249.21356956585","CZ"
"sooh dr mcgillicuddys butterscotch","79135.08000000009","0.004938660441136057","96.17412452214954","C","680","0.006467231205227501025700","95.641780443967813723540000","Z","9198.264501938247","CZ"
"aberfeldy 12yr","79128","0.004938218592642017","96.17906274074218","C","342","0.003252636870864419633500","97.579876487296741097103700","Z","9385.141062905586","CZ"
"svedka citron","79076.56999999967","0.0049350089502623136","96.18399774969244","C","787","0.007484869056638298981200","95.011805550139777781713300","Z","9138.61529122886","CZ"
"rabbit hole cavehill","78967.32000000018","0.004928190878514719","96.18892594057095","C","235","0.002234999019453621678000","98.212571422484622723185600","Z","9446.96175899041","CZ"
"bacardi party drinks bahama mama","78954.2700000015","0.00492737645438385","96.19385331702534","C","1565","0.01488414240614858700","90.17902437252164762400","Z","8674.667842762801","CZ"
"mccormick blend whiskey, pet","78848.41999999905","0.004920770569765974","96.19877408759511","C","1244","0.01183122885191619300","92.30288212158660962900","Z","8879.424104848431","CZ"
"tippy cow orange cream","78672","0.0049097605540432306","96.20368384814915","C","1493","0.01419937674912449900","90.74654293204861150800","Z","8730.1517265473","CZ"
"jack daniels tennessee apple mini","78661.52999999902","0.004909107142499027","96.20859295529165","C","1619","0.01539771664891665300","89.77072333888690961600","Y","8636.71498101307","CY"
"tippy cow 50ml sampler","78648","0.004908262762538031","96.21350121805419","C","1161","0.01104184621951342500","92.73503582560768672000","Z","8922.362482363404","CZ"
"russian standard platinum vodka","78356.25","0.0048900552345529525","96.21839127328874","C","852","0.008103060274785045402800","94.700455920778700280126500","Z","9111.925521544319","CZ"
"kinky aloha mini","78349.91999999815","0.004889660192043341","96.2232809334808","C","4058","0.03859415328060764600","79.22052935048265516200","X","7622.859251390552","CX"
"svedka cherry limeade vodka","78272.53999999963","0.0048848310625987535","96.22816576454339","C","736","0.006999826716246236404300","95.293900468931326175718900","Z","9169.957250674222","CZ"
"burnetts limeade","78207.03000000025","0.004880742715869392","96.23304650725926","C","1500","0.01426595118800184000","90.68965031871086016800","Z","8727.341336847581","CZ"
"fleischmanns preferred bl whiskey","78144","0.004876809140928847","96.23792331640018","C","1025","0.009748399978467924340200","93.615929779564424361794300","Z","9009.402671319225","CZ"
"kinky fruit punch","78135","0.004876247469114397","96.2427995638693","C","987","0.009386995881705211047600","93.845059976911984589311300","Z","9031.911297417233","CZ"
"on the rocks 200ml combo pack","78000","0.004867822391897651","96.2476673862612","C","4","0.000038042536501338241300","99.975215287469378127751300","Z","9622.381267858209","CZ"
"high west campfire","77906.25","0.004861971643830466","96.25252935790503","C","408","0.003880338723136500615400","97.155179120429926305480800","Z","9351.431730561702","CZ"
"western son original vodka","77784.14000000013","0.004854351005467979","96.2573837089105","C","268","0.002548849945589662169000","98.009966383712620584434600","Z","9434.182941494444","CZ"
"members mark egg nog","77721.77999999998","0.0048504592438736276","96.26223416815436","C","30","0.000285319023760036810000","99.805393404527404218459200","Z","9607.490151151387","CZ"
"99 oranges","77702.04999999992","0.004849227934440391","96.26708339608881","C","1293","0.01229724992405758700","92.07360926472716938400","Z","8863.657821666386","CZ"
"jose cuervo authentic lime light","77360.39999999925","0.004827906248284043","96.27191130233709","C","1514","0.01439910006575652400","90.60377880319321442300","Z","8722.598956597585","CZ"
"hog wild cinnamon","77220","0.004819144167978674","96.27673044650507","C","698","0.006638422619483523111700","95.491759701274786368864600","Z","9193.634408622069","CZ"
"stolichnaya elit","77140.00000000033","0.004814151529628031","96.2815445980347","C","480","0.004565104380160588959300","96.752004318588743623889500","Z","9315.432418749448","CZ"
"smirnoff sours green apple","77053.1199999994","0.0048087295243791515","96.28635332755908","C","1285","0.01222116485105491000","92.12265560491151971200","Z","8870.154567047552","CZ"
"elijah craig barrel proof private barrel","77040","0.00480791073168968","96.29116123829077","C","9","0.000085595707128011043000","99.944115513879534115459900","Z","9623.734941765333","CZ"
"row vodka mini","76909.54999999986","0.004799769610779119","96.29596100790155","C","2231","0.02121822473362140400","86.53398824828004936700","Y","8332.873558214587","CY"
"bombay bramble","76678.5","0.004785350247142616","96.3007463581487","C","688","0.006543316278230177508400","95.537724596002528298948800","Z","9200.354183954305","CZ"
"steel drum","76677.77999999964","0.004785305313397437","96.30553166346209","C","529","0.005031125452301982415600","96.454350002368147889180800","Z","9289.087458231721","CZ"
"uv blue raspberry lemonade pet","76634.87999999915","0.0047826280110818626","96.31031429147318","C","1765","0.01678626923121549900","89.06813475351194430500","Y","8578.180051466019","CY"
"milagro reposado","76601.25","0.004780529230735255","96.3150948207039","C","687","0.006533805644104842948000","95.544258401646633141896800","Z","9202.35430752843","CZ"
"seagrams extra smooth","76592.16000000013","0.00477996194220267","96.31987478264611","C","1622","0.01542624855129265700","89.73990888432082564100","Y","8643.736786743853","CY"
"captain morgan mai tai rtd","76411.5","0.004768687316647273","96.32464346996275","C","461","0.004384402331779232313000","96.846425894185065138864900","Z","9328.697445597545","CZ"
"old camp whiskey","76163.75","0.004753225739755061","96.32939669570251","C","726","0.006904720374992890801000","95.377261177039883597028500","Z","9187.6340276727","CZ"
"presidente grape brandy (pedro domecq)","76032.32000000025","0.004745023459024729","96.33414171916154","C","952","0.009054123687318501436000","94.094362229239379419292300","Z","9064.499625965667","CZ"
"zaya gran reserva rum","76016.24999999983","0.004744020562796012","96.33888573972433","C","1005","0.009558187295961233133600","93.731426920382487262465400","Z","9029.98122830405","CZ"
"parrot bay strawberry","76002","0.004743131249089811","96.34362887097342","C","925","0.008797336565934468307000","94.237459230289163214046700","Z","9079.178797826467","CZ"
"dekuyper hot damn! pet","75985.4399999997","0.004742097772951205","96.34837096874637","C","1398","0.01329586650721771500","91.34614086048032886400","Z","8801.05186618892","CZ"
"canadian rich & rare peach","75825","0.0047320850367389665","96.3531030537831","C","850","0.008084039006534376282200","94.716633509425894367251200","Z","9126.241549441118","CZ"
"bird dog blackberry whiskey","75780","0.004729276677666718","96.35783233046077","C","1135","0.01079456973225472600","92.89883747714832385200","Z","8951.530605317783","CZ"
"tortilla triple sec","75759.72000000007","0.0047280110438448295","96.3625603415046","C","1368","0.01301054748345767900","91.56898452867104294800","Z","8823.821797054365","CZ"
"sir winston bourbon","75748.89999999976","0.004727335789507882","96.36728767729412","C","531","0.005050146720552651536300","96.439247115377116607373700","Z","9293.588670149204","CZ"
"revel stoke root beer","75711.30999999947","0.004724989873562846","96.37201266716768","C","1100","0.01046169753786801600","93.14342245494955273700","Z","8976.41908869175","CZ"
"bulliet bourbon w 2 ceramic mugs","75710.25","0.004724923721104732","96.37673759088878","C","535","0.005088189257053989777600","96.403820003260245370137100","Z","9291.085663213487","CZ"
"effen green apple","75375","0.00470400144601648","96.3814415923348","C","712","0.006771571497238206956300","95.411309247208581323016800","Z","9195.879529458027","CZ"
"johnnie walker 200ml collection pack","75000","0.004680598453747741","96.38612219078854","C","242","0.002301573458330963600300","98.167281782779779546885100","Z","9461.963617052583","CZ"
"bookers beaten biscuits","74902.5","0.004674513675757869","96.3907967044643","C","534","0.005078678622928655217300","96.408898681883174025354400","Z","9292.930553346696","CZ"
"arrow wild cherry brandy","74853.50999999946","0.0046714563088478475","96.39546816077313","C","1861","0.01769929010724761700","88.56878841939537854900","Y","8537.629824120078","CY"
"kinky blue liqueur","74820","0.004669365017458747","96.4001375257906","C","949","0.009025591784942497755000","94.121467536496582916238300","Z","9073.322414647506","CZ"
"branson vs phantom","74586.93000000008","0.004654819589703886","96.4047923453803","C","191","0.001816531117938901023400","98.493249256791496267702200","Z","9495.221242022768","CZ"
"kirkland signature small batch","74520","0.0046506426236437555","96.40944298800395","C","9","0.000085595707128011043000","99.939493345694621519137900","Z","9635.110885961745","CZ"
"blue chair bay key lime cream","74479.22999999959","0.004648098250324272","96.41409108625427","C","1143","0.01087065480525740200","92.86636817224443166300","Z","8953.6264798084","CZ"
"hudson baby bourbon","74439.23999999948","0.004645602555228728","96.4187366888095","C","559","0.005316444476062019225600","96.279040483535855938582200","Z","9283.103453033274","CZ"
"crown royal 18yr extra rare","74332.9200000001","0.004638967338860734","96.42337565614837","C","156","0.001483658923552191411800","98.753716993582033871512600","Z","9522.166751113124","CZ"
"ardbeg wee beastie","74324.93000000039","0.004638468699105479","96.42801412484746","C","525","0.004993082915800644174300","96.484422627472455768950400","Z","9303.801267949666","CZ"
"old forester bourbon","74281.73999999957","0.004635773298475863","96.43264989814594","C","521","0.004955040379299305932900","96.524148546213978227456800","Z","9308.079423473686","CZ"
"admiral nelson spiced mini","74109.20999999953","0.004625006049792859","96.43727490419573","C","1969","0.01872643859278374900","88.03990205568552364900","Y","8490.328237082613","CY"
"canadian mist whiskey pet","73872.47999999941","0.004610232208833442","96.44188513640457","C","1155","0.01098478241476141700","92.79002631212037114700","Z","8948.84505939747","CZ"
"burnetts tropical punch","73844.64000000013","0.004608494770687456","96.44649363117526","C","1336","0.01270620719144697300","91.73628609356980319900","Z","8847.643132471152","CZ"
"jose cuervo authentic orange pineapple","73796.19000000045","0.004605471104086356","96.45109910227934","C","391","0.003718657943005813089800","97.238482764733731719428100","Z","9378.758537696614","CZ"
"sauza gold mini","73774.79999999882","0.004604136197407245","96.45570323847674","C","1921","0.01826992815476769000","88.33492192625340171000","Y","8520.407014912711","CY"
"ole smoky pickles moonshine","73743.75","0.004602198429647467","96.4603054369064","C","828","0.007874805055777015954800","94.820461102172171762395000","Z","9146.41063958383","CZ"
"frappachata mocha iced coffee","73720.35999999999","0.00460073870700969","96.46490617561341","C","1102","0.01048071880611868500","93.13296075741168472100","Z","8984.062321320804","CZ"
